column_name,dt,col_type,n_total,n_missing,n_unique,mean,std,min_val,max_val,top_10
CHANNEL,202203,categorical,49557,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202206,numeric,51924,0,1,202206,0,202206,202206,
ACCT_ID,202206,numeric,51924,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202206,categorical,51924,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202206,numeric,51924,5,51824,5500.50,3200.25,0.01,999999.99,
CHANNEL,202206,categorical,51924,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202207,numeric,50574,0,1,202207,0,202207,202207,
ACCT_ID,202207,numeric,50574,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202207,categorical,50574,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202207,numeric,50574,5,50474,5500.50,3200.25,0.01,999999.99,
CHANNEL,202207,categorical,50574,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202208,numeric,49552,0,1,202208,0,202208,202208,
ACCT_ID,202208,numeric,49552,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202208,categorical,49552,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202208,numeric,49552,5,49452,5500.50,3200.25,0.01,999999.99,
CHANNEL,202208,categorical,49552,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202210,numeric,48527,0,1,202210,0,202210,202210,
ACCT_ID,202210,numeric,48527,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202210,categorical,48527,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202210,numeric,48527,5,48427,5500.50,3200.25,0.01,999999.99,
CHANNEL,202210,categorical,48527,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202211,numeric,50514,0,1,202211,0,202211,202211,
ACCT_ID,202211,numeric,50514,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202211,categorical,50514,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202211,numeric,50514,5,50414,5500.50,3200.25,0.01,999999.99,
CHANNEL,202211,categorical,50514,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202212,numeric,46674,0,1,202212,0,202212,202212,
ACCT_ID,202212,numeric,46674,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202212,categorical,46674,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202212,numeric,46674,5,46574,5500.50,3200.25,0.01,999999.99,
CHANNEL,202212,categorical,46674,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202301,numeric,46519,0,1,202301,0,202301,202301,
ACCT_ID,202301,numeric,46519,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202301,categorical,46519,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202301,numeric,46519,5,46419,5500.50,3200.25,0.01,999999.99,
CHANNEL,202301,categorical,46519,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202302,numeric,51224,0,1,202302,0,202302,202302,
ACCT_ID,202302,numeric,51224,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202302,categorical,51224,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202302,numeric,51224,5,51124,5500.50,3200.25,0.01,999999.99,
CHANNEL,202302,categorical,51224,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202304,numeric,50881,0,1,202304,0,202304,202304,
ACCT_ID,202304,numeric,50881,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202304,categorical,50881,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202304,numeric,50881,5,50781,5500.50,3200.25,0.01,999999.99,
CHANNEL,202304,categorical,50881,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202306,numeric,54891,0,1,202306,0,202306,202306,
ACCT_ID,202306,numeric,54891,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202306,categorical,54891,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202306,numeric,54891,5,54791,5500.50,3200.25,0.01,999999.99,
CHANNEL,202306,categorical,54891,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202308,numeric,45711,0,1,202308,0,202308,202308,
ACCT_ID,202308,numeric,45711,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202308,categorical,45711,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202308,numeric,45711,5,45611,5500.50,3200.25,0.01,999999.99,
CHANNEL,202308,categorical,45711,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202309,numeric,52527,0,1,202309,0,202309,202309,
ACCT_ID,202309,numeric,52527,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202309,categorical,52527,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202309,numeric,52527,5,52427,5500.50,3200.25,0.01,999999.99,
CHANNEL,202309,categorical,52527,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202310,numeric,53785,0,1,202310,0,202310,202310,
ACCT_ID,202310,numeric,53785,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202310,categorical,53785,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202310,numeric,53785,5,53685,5500.50,3200.25,0.01,999999.99,
CHANNEL,202310,categorical,53785,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202311,numeric,47045,0,1,202311,0,202311,202311,
ACCT_ID,202311,numeric,47045,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202311,categorical,47045,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202311,numeric,47045,5,46945,5500.50,3200.25,0.01,999999.99,
CHANNEL,202311,categorical,47045,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202312,numeric,51201,0,1,202312,0,202312,202312,
ACCT_ID,202312,numeric,51201,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202312,categorical,51201,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202312,numeric,51201,5,51101,5500.50,3200.25,0.01,999999.99,
CHANNEL,202312,categorical,51201,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202401,numeric,46291,0,1,202401,0,202401,202401,
ACCT_ID,202401,numeric,46291,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202401,categorical,46291,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202401,numeric,46291,5,46191,5500.50,3200.25,0.01,999999.99,
CHANNEL,202401,categorical,46291,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202402,numeric,54044,0,1,202402,0,202402,202402,
ACCT_ID,202402,numeric,54044,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202402,categorical,54044,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202402,numeric,54044,5,53944,5500.50,3200.25,0.01,999999.99,
CHANNEL,202402,categorical,54044,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202403,numeric,49803,0,1,202403,0,202403,202403,
ACCT_ID,202403,numeric,49803,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202403,categorical,49803,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202403,numeric,49803,5,49703,5500.50,3200.25,0.01,999999.99,
CHANNEL,202403,categorical,49803,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202405,numeric,54459,0,1,202405,0,202405,202405,
ACCT_ID,202405,numeric,54459,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202405,categorical,54459,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202405,numeric,54459,5,54359,5500.50,3200.25,0.01,999999.99,
CHANNEL,202405,categorical,54459,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202406,numeric,48150,0,1,202406,0,202406,202406,
ACCT_ID,202406,numeric,48150,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202406,categorical,48150,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202406,numeric,48150,5,48050,5500.50,3200.25,0.01,999999.99,
CHANNEL,202406,categorical,48150,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
MONTH_DT,202408,numeric,45750,0,1,202408,0,202408,202408,
ACCT_ID,202408,numeric,45750,0,8500,55000.2,25000.5,10000,99999,
TXN_TYPE,202408,categorical,45750,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
TXN_AMT,202408,numeric,45750,5,45650,5500.50,3200.25,0.01,999999.99,
