column_name,dt,col_type,n_total,n_missing,n_unique,mean,std,min_val,max_val,top_10
channel,202008,categorical,41278,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202009,categorical,46424,0,1,,,,202009,{}
account_id,202009,numeric,46424,0,8500,55000.2,25000.5,10000,99999,
txn_type,202009,categorical,46424,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202009,numeric,46424,5,46324,5500.50,3200.25,0.01,999999.99,
channel,202009,categorical,46424,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202010,categorical,54674,0,1,,,,202010,{}
account_id,202010,numeric,54674,0,8500,55000.2,25000.5,10000,99999,
txn_type,202010,categorical,54674,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202010,numeric,54674,5,54574,5500.50,3200.25,0.01,999999.99,
channel,202010,categorical,54674,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202011,categorical,42121,0,1,,,,202011,{}
account_id,202011,numeric,42121,0,8500,55000.2,25000.5,10000,99999,
txn_type,202011,categorical,42121,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202011,numeric,42121,5,42021,5500.50,3200.25,0.01,999999.99,
channel,202011,categorical,42121,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202101,categorical,45488,0,1,,,,202101,{}
account_id,202101,numeric,45488,0,8500,55000.2,25000.5,10000,99999,
txn_type,202101,categorical,45488,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202101,numeric,45488,5,45388,5500.50,3200.25,0.01,999999.99,
channel,202101,categorical,45488,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202102,categorical,46535,0,1,,,,202102,{}
account_id,202102,numeric,46535,0,8500,55000.2,25000.5,10000,99999,
txn_type,202102,categorical,46535,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202102,numeric,46535,5,46435,5500.50,3200.25,0.01,999999.99,
channel,202102,categorical,46535,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202104,categorical,48811,0,1,,,,202104,{}
account_id,202104,numeric,48811,0,8500,55000.2,25000.5,10000,99999,
txn_type,202104,categorical,48811,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202104,numeric,48811,5,48711,5500.50,3200.25,0.01,999999.99,
channel,202104,categorical,48811,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202105,categorical,53279,0,1,,,,202105,{}
account_id,202105,numeric,53279,0,8500,55000.2,25000.5,10000,99999,
txn_type,202105,categorical,53279,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202105,numeric,53279,5,53179,5500.50,3200.25,0.01,999999.99,
channel,202105,categorical,53279,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202107,categorical,53810,0,1,,,,202107,{}
account_id,202107,numeric,53810,0,8500,55000.2,25000.5,10000,99999,
txn_type,202107,categorical,53810,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202107,numeric,53810,5,53710,5500.50,3200.25,0.01,999999.99,
channel,202107,categorical,53810,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202108,categorical,63454,0,1,,,,202108,{}
account_id,202108,numeric,63454,0,8500,55000.2,25000.5,10000,99999,
txn_type,202108,categorical,63454,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202108,numeric,63454,5,63354,5500.50,3200.25,0.01,999999.99,
channel,202108,categorical,63454,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202112,categorical,38537,0,1,,,,202112,{}
account_id,202112,numeric,38537,0,8500,55000.2,25000.5,10000,99999,
txn_type,202112,categorical,38537,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202112,numeric,38537,5,38437,5500.50,3200.25,0.01,999999.99,
channel,202112,categorical,38537,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202201,categorical,52359,0,1,,,,202201,{}
account_id,202201,numeric,52359,0,8500,55000.2,25000.5,10000,99999,
txn_type,202201,categorical,52359,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202201,numeric,52359,5,52259,5500.50,3200.25,0.01,999999.99,
channel,202201,categorical,52359,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202202,categorical,54654,0,1,,,,202202,{}
account_id,202202,numeric,54654,0,8500,55000.2,25000.5,10000,99999,
txn_type,202202,categorical,54654,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202202,numeric,54654,5,54554,5500.50,3200.25,0.01,999999.99,
channel,202202,categorical,54654,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202203,categorical,49557,0,1,,,,202203,{}
account_id,202203,numeric,49557,0,8500,55000.2,25000.5,10000,99999,
txn_type,202203,categorical,49557,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202203,numeric,49557,5,49457,5500.50,3200.25,0.01,999999.99,
channel,202203,categorical,49557,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202206,categorical,51924,0,1,,,,202206,{}
account_id,202206,numeric,51924,0,8500,55000.2,25000.5,10000,99999,
txn_type,202206,categorical,51924,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202206,numeric,51924,5,51824,5500.50,3200.25,0.01,999999.99,
channel,202206,categorical,51924,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202207,categorical,50574,0,1,,,,202207,{}
account_id,202207,numeric,50574,0,8500,55000.2,25000.5,10000,99999,
txn_type,202207,categorical,50574,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202207,numeric,50574,5,50474,5500.50,3200.25,0.01,999999.99,
channel,202207,categorical,50574,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202208,categorical,49552,0,1,,,,202208,{}
account_id,202208,numeric,49552,0,8500,55000.2,25000.5,10000,99999,
txn_type,202208,categorical,49552,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202208,numeric,49552,5,49452,5500.50,3200.25,0.01,999999.99,
channel,202208,categorical,49552,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202210,categorical,48527,0,1,,,,202210,{}
account_id,202210,numeric,48527,0,8500,55000.2,25000.5,10000,99999,
txn_type,202210,categorical,48527,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202210,numeric,48527,5,48427,5500.50,3200.25,0.01,999999.99,
channel,202210,categorical,48527,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202211,categorical,50514,0,1,,,,202211,{}
account_id,202211,numeric,50514,0,8500,55000.2,25000.5,10000,99999,
txn_type,202211,categorical,50514,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202211,numeric,50514,5,50414,5500.50,3200.25,0.01,999999.99,
channel,202211,categorical,50514,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202212,categorical,46674,0,1,,,,202212,{}
account_id,202212,numeric,46674,0,8500,55000.2,25000.5,10000,99999,
txn_type,202212,categorical,46674,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202212,numeric,46674,5,46574,5500.50,3200.25,0.01,999999.99,
channel,202212,categorical,46674,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202301,categorical,53431,0,1,,,,202301,{}
account_id,202301,numeric,53431,0,8500,55000.2,25000.5,10000,99999,
txn_type,202301,categorical,53431,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202301,numeric,53431,5,53331,5500.50,3200.25,0.01,999999.99,
channel,202301,categorical,53431,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202302,categorical,51224,0,1,,,,202302,{}
account_id,202302,numeric,51224,0,8500,55000.2,25000.5,10000,99999,
txn_type,202302,categorical,51224,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202302,numeric,51224,5,51124,5500.50,3200.25,0.01,999999.99,
channel,202302,categorical,51224,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202304,categorical,50881,0,1,,,,202304,{}
account_id,202304,numeric,50881,0,8500,55000.2,25000.5,10000,99999,
txn_type,202304,categorical,50881,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202304,numeric,50881,5,50781,5500.50,3200.25,0.01,999999.99,
channel,202304,categorical,50881,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202306,categorical,54891,0,1,,,,202306,{}
account_id,202306,numeric,54891,0,8500,55000.2,25000.5,10000,99999,
txn_type,202306,categorical,54891,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202306,numeric,54891,5,54791,5500.50,3200.25,0.01,999999.99,
channel,202306,categorical,54891,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202308,categorical,45711,0,1,,,,202308,{}
account_id,202308,numeric,45711,0,8500,55000.2,25000.5,10000,99999,
txn_type,202308,categorical,45711,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202308,numeric,45711,5,45611,5500.50,3200.25,0.01,999999.99,
channel,202308,categorical,45711,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202309,categorical,52527,0,1,,,,202309,{}
account_id,202309,numeric,52527,0,8500,55000.2,25000.5,10000,99999,
txn_type,202309,categorical,52527,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202309,numeric,52527,5,52427,5500.50,3200.25,0.01,999999.99,
channel,202309,categorical,52527,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202310,categorical,53785,0,1,,,,202310,{}
account_id,202310,numeric,53785,0,8500,55000.2,25000.5,10000,99999,
txn_type,202310,categorical,53785,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202310,numeric,53785,5,53685,5500.50,3200.25,0.01,999999.99,
channel,202310,categorical,53785,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202311,categorical,47045,0,1,,,,202311,{}
account_id,202311,numeric,47045,0,8500,55000.2,25000.5,10000,99999,
txn_type,202311,categorical,47045,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202311,numeric,47045,5,46945,5500.50,3200.25,0.01,999999.99,
channel,202311,categorical,47045,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202312,categorical,51201,0,1,,,,202312,{}
account_id,202312,numeric,51201,0,8500,55000.2,25000.5,10000,99999,
txn_type,202312,categorical,51201,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202312,numeric,51201,5,51101,5500.50,3200.25,0.01,999999.99,
channel,202312,categorical,51201,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202401,categorical,46291,0,1,,,,202401,{}
account_id,202401,numeric,46291,0,8500,55000.2,25000.5,10000,99999,
txn_type,202401,categorical,46291,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202401,numeric,46291,5,46191,5500.50,3200.25,0.01,999999.99,
channel,202401,categorical,46291,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202402,categorical,54044,0,1,,,,202402,{}
account_id,202402,numeric,54044,0,8500,55000.2,25000.5,10000,99999,
txn_type,202402,categorical,54044,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202402,numeric,54044,5,53944,5500.50,3200.25,0.01,999999.99,
channel,202402,categorical,54044,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202403,categorical,49803,0,1,,,,202403,{}
account_id,202403,numeric,49803,0,8500,55000.2,25000.5,10000,99999,
txn_type,202403,categorical,49803,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202403,numeric,49803,5,49703,5500.50,3200.25,0.01,999999.99,
channel,202403,categorical,49803,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202405,categorical,54459,0,1,,,,202405,{}
account_id,202405,numeric,54459,0,8500,55000.2,25000.5,10000,99999,
txn_type,202405,categorical,54459,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202405,numeric,54459,5,54359,5500.50,3200.25,0.01,999999.99,
channel,202405,categorical,54459,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202406,categorical,48150,0,1,,,,202406,{}
account_id,202406,numeric,48150,0,8500,55000.2,25000.5,10000,99999,
txn_type,202406,categorical,48150,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202406,numeric,48150,5,48050,5500.50,3200.25,0.01,999999.99,
channel,202406,categorical,48150,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202408,categorical,45750,0,1,,,,202408,{}
account_id,202408,numeric,45750,0,8500,55000.2,25000.5,10000,99999,
txn_type,202408,categorical,45750,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202408,numeric,45750,5,45650,5500.50,3200.25,0.01,999999.99,
channel,202408,categorical,45750,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202409,categorical,48733,0,1,,,,202409,{}
account_id,202409,numeric,48733,0,8500,55000.2,25000.5,10000,99999,
txn_type,202409,categorical,48733,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202409,numeric,48733,5,48633,5500.50,3200.25,0.01,999999.99,
channel,202409,categorical,48733,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
month_dt,202410,categorical,49741,0,1,,,,202410,{}
account_id,202410,numeric,49741,0,8500,55000.2,25000.5,10000,99999,
txn_type,202410,categorical,49741,0,15,,,CREDIT,WITHDRAWAL,"[{"value": "CREDIT", "count": 20000}, {"value": "DEBIT", "count": 18000}, {"value": "TRANSFER", "count": 10000}, {"value": "WITHDRAWAL", "count": 2000}]"
transaction_amount,202410,numeric,49741,5,49641,5500.50,3200.25,0.01,999999.99,
channel,202410,categorical,49741,2,6,,,ATM,WEB,"[{"value": "WEB", "count": 25000}, {"value": "MOBILE", "count": 15000}, {"value": "ATM", "count": 8000}, {"value": "BRANCH", "count": 2000}]"
